Game Id	Rental Start Date	Rental End Date	Customer Id
35	05/06/2023	27/06/2023	4311
72	31/05/2023	27/06/2023	3041
15	10/06/2023	27/06/2023	5756
67	12/05/2023	26/06/2023	2096
31	26/06/2023	26/06/2023	1384
29	25/06/2023	26/06/2023	6296
28	19/06/2023	24/06/2023	3586
90	20/05/2023	24/06/2023	5535
59	22/04/2023	24/06/2023	2585
75	02/06/2023	23/06/2023	1348
31	17/06/2023	23/06/2023	3041
88	20/06/2023	23/06/2023	5526
13	07/06/2023	23/06/2023	2084
16	18/06/2023	23/06/2023	6296
9	23/06/2023	23/06/2023	7164
51	30/05/2023	22/06/2023	1384
49	04/02/2023	22/06/2023	6296
8	01/06/2023	21/06/2023	5526
32	17/05/2023	20/06/2023	3287
53	10/06/2023	20/06/2023	8333
78	15/06/2023	19/06/2023	6466
34	06/06/2023	19/06/2023	7638
27	02/05/2023	18/06/2023	5385
76	18/06/2023	18/06/2023	3642
73	06/05/2023	18/06/2023	8333
54	17/06/2023	17/06/2023	5956
45	20/05/2023	16/06/2023	3041
76	30/05/2023	15/06/2023	6466
99	05/06/2023	14/06/2023	3642
39	24/05/2023	14/06/2023	3642
6	15/05/2023	13/06/2023	5526
5	12/06/2023	13/06/2023	4437
37	03/06/2023	13/06/2023	2344
20	12/06/2023	12/06/2023	5956
14	30/04/2023	12/06/2023	2096
61	04/05/2023	12/06/2023	8570
44	13/05/2023	10/06/2023	9327
24	09/05/2023	10/06/2023	7638
26	18/05/2023	09/06/2023	8420
2	17/02/2023	09/06/2023	9967
65	11/05/2023	09/06/2023	2084
58	05/06/2023	09/06/2023	8570
80	09/04/2023	06/06/2023	2029
41	04/06/2023	06/06/2023	5450
1	24/05/2023	06/06/2023	9883
57	24/02/2023	05/06/2023	2096
47	26/05/2023	05/06/2023	9883
5	22/05/2023	05/06/2023	5526
13	30/05/2023	05/06/2023	8333
56	16/05/2023	04/06/2023	6466
31	27/05/2023	03/06/2023	1348
10	13/12/2022	03/06/2023	4311
55	20/01/2023	03/06/2023	9967
74	28/05/2023	02/06/2023	1384
16	18/12/2022	01/06/2023	3586
88	18/03/2023	01/06/2023	2344
4	26/05/2023	01/06/2023	8570
82	29/03/2023	31/05/2023	1662
94	10/05/2023	31/05/2023	7638
3	20/05/2023	30/05/2023	1649
99	13/03/2023	30/05/2023	5052
29	28/05/2023	29/05/2023	5956
35	17/05/2023	29/05/2023	9625
52	14/03/2023	29/05/2023	9652
53	21/04/2023	28/05/2023	8420
41	27/05/2023	27/05/2023	5956
86	11/05/2023	27/05/2023	2514
77	13/05/2023	26/05/2023	5956
46	18/05/2023	26/05/2023	2096
7	09/05/2023	25/05/2023	1937
93	06/05/2023	25/05/2023	9652
30	07/05/2023	23/05/2023	3287
74	14/02/2023	22/05/2023	9967
84	05/05/2023	22/05/2023	8570
19	20/04/2023	21/05/2023	9883
91	21/12/2022	17/05/2023	2514
38	13/05/2023	15/05/2023	5956
13	15/04/2023	14/05/2023	8420
71	09/03/2023	14/05/2023	6907
70	20/04/2023	14/05/2023	3041
36	25/01/2023	13/05/2023	9967
37	09/05/2023	13/05/2023	3928
46	13/12/2022	12/05/2023	8454
90	22/04/2023	12/05/2023	8319
9	08/05/2023	11/05/2023	5956
64	25/04/2023	11/05/2023	8319
60	16/03/2023	09/05/2023	5535
92	08/05/2023	08/05/2023	5956
7	25/02/2023	08/05/2023	4311
5	27/04/2023	08/05/2023	5052
33	31/01/2023	07/05/2023	9967
26	26/04/2023	06/05/2023	5385
63	20/04/2023	06/05/2023	7638
17	28/04/2023	06/05/2023	9652
34	09/01/2023	04/05/2023	9625
12	31/03/2023	04/05/2023	9652
65	13/12/2022	02/05/2023	4311
62	02/05/2023	02/05/2023	7638
1	16/04/2023	01/05/2023	2514
31	25/04/2023	30/04/2023	1915
67	29/11/2022	30/04/2023	9967
75	28/04/2023	29/04/2023	2344
37	15/03/2023	28/04/2023	3642
21	27/04/2023	28/04/2023	2344
94	28/04/2023	28/04/2023	8570
20	02/10/2022	27/04/2023	8454
58	25/04/2023	27/04/2023	8333
44	06/11/2022	26/04/2023	4311
100	19/04/2023	26/04/2023	8333
47	16/04/2023	26/04/2023	7638
17	25/12/2022	24/04/2023	2585
8	21/04/2023	23/04/2023	4901
29	08/04/2023	22/04/2023	5535
64	18/04/2023	21/04/2023	3586
68	05/04/2023	21/04/2023	3287
21	21/04/2023	21/04/2023	7164
61	13/04/2023	19/04/2023	5021
4	09/04/2023	18/04/2023	8333
59	13/04/2023	18/04/2023	7164
63	08/04/2023	17/04/2023	8319
27	28/01/2023	17/04/2023	2344
23	03/03/2023	16/04/2023	5052
92	04/03/2023	16/04/2023	8319
86	08/02/2023	16/04/2023	6296
90	01/04/2023	16/04/2023	1937
47	25/01/2023	15/04/2023	6296
76	08/04/2023	15/04/2023	8570
31	04/01/2023	14/04/2023	3586
18	17/01/2023	13/04/2023	6296
62	02/04/2023	10/04/2023	3642
40	17/12/2022	10/04/2023	8570
4	04/01/2023	08/04/2023	1649
53	20/03/2023	08/04/2023	9883
87	17/03/2023	06/04/2023	6907
70	25/03/2023	06/04/2023	8333
28	21/01/2023	06/04/2023	2344
25	21/03/2023	05/04/2023	8319
39	26/02/2023	04/04/2023	4511
9	22/03/2023	04/04/2023	2514
32	26/03/2023	02/04/2023	4901
84	26/02/2023	01/04/2023	9625
66	01/02/2023	01/04/2023	8570
1	27/03/2023	31/03/2023	2029
94	28/02/2023	29/03/2023	5535
0	21/03/2023	26/03/2023	9625
83	04/01/2023	26/03/2023	2344
69	08/12/2022	23/03/2023	2029
8	11/12/2022	23/03/2023	9652
77	04/03/2023	22/03/2023	6296
90	19/03/2023	21/03/2023	5385
68	13/03/2023	21/03/2023	9652
93	16/12/2022	20/03/2023	2514
45	12/03/2023	20/03/2023	3928
85	26/02/2023	19/03/2023	9883
82	05/03/2023	19/03/2023	3928
24	12/12/2022	13/03/2023	4311
98	02/01/2023	13/03/2023	2344
96	20/11/2022	12/03/2023	4311
12	18/02/2023	12/03/2023	7164
5	08/03/2023	11/03/2023	9883
45	01/02/2023	10/03/2023	1649
60	05/03/2023	10/03/2023	7164
21	05/02/2023	08/03/2023	5385
14	03/02/2023	07/03/2023	4511
78	27/01/2023	07/03/2023	9625
64	06/02/2023	05/03/2023	3642
56	04/01/2023	04/03/2023	3928
59	07/02/2023	02/03/2023	4511
62	15/12/2022	02/03/2023	9625
19	10/02/2023	26/02/2023	5052
52	10/01/2023	22/02/2023	6907
85	20/01/2023	22/02/2023	2344
82	05/01/2023	20/02/2023	5385
100	10/10/2022	20/02/2023	2344
57	20/01/2023	18/02/2023	8454
0	17/02/2023	17/02/2023	1662
41	27/11/2022	14/02/2023	3287
29	07/01/2023	13/02/2023	8319
26	22/01/2023	12/02/2023	3642
95	14/01/2023	10/02/2023	4311
11	03/02/2023	09/02/2023	9967
23	01/11/2022	07/02/2023	7164
88	23/01/2023	06/02/2023	3287
70	01/02/2023	06/02/2023	6296
74	06/01/2023	04/02/2023	8319
11	14/12/2022	01/02/2023	2029
75	04/12/2022	31/01/2023	9625
22	10/12/2022	30/01/2023	8570
7	12/11/2022	26/01/2023	9652
78	11/12/2022	24/01/2023	1662
89	10/01/2023	20/01/2023	1937
26	03/01/2023	18/01/2023	6907
88	30/12/2022	13/01/2023	7638
61	09/12/2022	12/01/2023	9967
95	23/09/2022	09/01/2023	9967
68	06/12/2022	07/01/2023	3642
19	12/12/2022	07/01/2023	9652
73	06/12/2022	05/01/2023	9625
63	17/11/2022	30/12/2022	2344
49	14/12/2022	29/12/2022	3586
6	01/10/2022	29/12/2022	9967
77	01/12/2022	28/12/2022	7164
2	23/10/2022	26/12/2022	9652
87	12/10/2022	25/12/2022	7638
29	01/12/2022	22/12/2022	9652
48	12/12/2022	19/12/2022	7638
12	25/11/2022	12/12/2022	4311
64	24/11/2022	09/12/2022	9967
51	22/11/2022	08/12/2022	9652
26	05/11/2022	05/12/2022	9967
85	29/11/2022	05/12/2022	7638
99	23/11/2022	27/11/2022	4311
97	17/10/2022	26/11/2022	7638
41	12/11/2022	26/11/2022	7164
56	17/11/2022	25/11/2022	2029
8	20/10/2022	22/11/2022	1662
1	20/11/2022	20/11/2022	1662
51	12/10/2022	20/11/2022	9967
48	22/10/2022	17/11/2022	8570
15	22/10/2022	16/11/2022	8570
35	24/10/2022	08/11/2022	1662
79	20/10/2022	30/10/2022	7164
72	22/10/2022	27/10/2022	9652
66	15/10/2022	20/10/2022	1662
27	12/10/2022	18/10/2022	7164
70	01/10/2022	11/10/2022	7638
